listing_id,id,date,reviewer_id,reviewer_name,comments,
958,531071567,2019-09-16,93631700,David,Great location,
958,533526638,2019-09-21,22304571,Peter,"A spacious and comfortable apartment for two people. Great location, close to public transport. Food stores are within easy walking distance and Holly provided a useful list of places to shop and eat.",
958,539126876,2019-09-30,183014861,Erin,Great place! Loved the neighborhood and felt very safe and comfortable. Would definitely stay again.,
958,539625425,2019-10-01,94426841,Elizabeth,Holly’s place was lovely—the location is great and she was wonderfully accommodating!,
958,541727046,2019-10-05,46437055,Tine,"Comfortable and nice apartment with all the equipment we needed. We loved the area, close to everything, and still quiet. A lovely home away from home.",
958,545178173,2019-10-11,162073666,Marco,Holly's place is a perfect place to stay in SF. The location is great. In a peaceful place some steps far from Duboce Park and it's easily connected to the main attractions by Muni (line N). Her appartment is very well equipped with everything you need. She also provided many amenities that made our stay even better. One of my top 5 places to stay!!!,
958,545670168,2019-10-12,12606101,B. Bea,"Holly's place is right next to the park on an adorable street and a short walk to some great options for bars and restaurants. The studio was clean and cute with doors out to the backyard and chairs to relax. Holly was also very responsive. One hiccup was the electric door. I like to be able to lock any place I am staying at from the inside and there didn't seem to be a way to do so because when we turn the knob from inside, we altered the locking mechanism on the electric lock and then weren't able to lock the door at all. Holly ended up having to help us. Too high tech for me. Another hiccup was that I had to locate my own sheets for the futon. The rate was great, but the cleaning fee was high. Overall though, this is a great spot and studio to explore San Francisco. If I was staying longer, I would book again.",
958,554590898,2019-10-26,10324626,Susanne,"Holly‘s place is just great: much space, well equipped, a lovely neighbourhood, and most of all : very supportive and wonderful hosts. We would love to come back to stay there again.",
958,556177188,2019-10-28,16234299,Jake,Great location. Very nice space.,
958,557703658,2019-11-01,174213057,Phillip,"Clean, easy and great location 👍",
958,565762928,2019-11-17,2676158,Tristan & Nicole,Great stay and as expected,
958,569464659,2019-11-26,6689326,Erin,"Perfect location, well stocked, and clean apartment. Felt safe as a female traveling alone.",
958,572490382,2019-12-02,8268486,Christie,"Wonderful location and space. Very cozy for hosting a dinner with family and friends. Holly very helpful with making this happen. As others have noted, you clearly hear voices and noises from upstairs so during the week you need to note if you are a late sleeper.<br/>Otherwise a fabulous find. Thank you Holly",
958,573595305,2019-12-06,4794564,Mauricio,"Great neighborhood, clean, quiet and nice. Excellent host.",
958,578092559,2019-12-16,110780199,Sally,Great location. Clean. Comfortable and well equipped,
958,578427146,2019-12-17,110655008,Nelson,Very warm and cozy place to stay.,
958,580583705,2019-12-22,156998149,Hernán,"Excelente ubicacion, rápida conexión con el metro. Barrio tranquilo.<br/>El alojamiento tal como lo publicitan. Muy equipado, se nota preparado con cariño",
958,589329571,2020-01-05,93951511,Peter,"A very nice apartment for one or two people in a great location.  Lots of good restaurants and coffee shops nearby.  In the four nights we were in the apartment, we ate dinners at Indian, Middle Eastern, Italian and Thai restaurants all within easy walking distance.",
958,602390619,2020-02-06,95605731,Yoonah,"Prompt response 👍 check-in process was smooth, and it was sparkling clean; its cleanliness exceed my expectation! And I really enjoyed the stay and had a good rest. I'm reserving again for future stay!",
958,607415104,2020-02-17,77363478,Carole,"Lovely apartment in an amazing location. Having stayed here before, I knew that you could tell that there was a family up above but it’s never bothered us - we’re always early to bed and early to rise and it’s a nice reminder that you’re staying in a neighbourhood rather than a sterile downtown hotel. Work on property next door was evident from the noise, but again not an issue as we were out all day anyway. Local area is fantastic - walking distance to many great neighbourhoods, parks and landmarks - not to mention bars and restaurants. As long as this place is available we won’t stay anywhere else in SF!!",
958,610601891,2020-02-24,3263633,Eduardo,"It is difficult not to repeat what other reviewers have said. Holly's place is a great choice for enjoying San Francisco. Perfect location in a very beautiful and quiet block, wonderful neighbourhood, very close to public transportation and lovely cafes nearby. The apartment is equipped with everything you might need during your stay and more. Comunicating with Holly is fast and easy and the place is exactly as it looks in the photographs and it was immaculate. Wifi works perfectly. Definitely recommended!",
958,612094080,2020-02-28,18404489,Christian,"Beautiful spot, very convenient for downtown, quiet and clean. Looking forward to returning.",
958,613335820,2020-03-01,42951302,Samantha,The apartment was very clean and charming! Holly was very quick to reply when contacted and very helpful. Will definitely book this stay again.,
958,616466604,2020-03-09,25743323,Hampton,"Spacious apt with a nice patio.  Walking distance to many great restaurants, bars, and sights.  Would visit again!",
958,617769116,2020-03-13,15815950,Juliette,"English-- We had a wonderful time at Holly's: beautifully decorated, very confortable (excellent bed), practical. It has absolutely everything we needed to feel completely at home. Location in the city is perfect, too, and the neighborhood is great. Highly recommend it.<br/>Français-- un endroit parfait pour un séjour à San Francisco: confortable, (dont un très bon lit) très bien équipé et décoré, on s'est sentis complètement chez nous durant notre séjour.  L'emplacement dans la ville est parfait aussi, quelques stations de Muni du centre, et un quartier exceptionnel. Je recommande fortement cette adresse.",
958,621158927,2020-03-28,18376988,Gabrielle,The place is great.  We especially liked the location and backyard garden.  The place has everything you need and Holly is super responsive and accommodating.,
958,626694025,2020-05-29,54909681,Marc,"Great location. The place is fully equipped for short and long stays. Holly is a great host, friendly and responsive.",
958,627149845,2020-05-31,25427821,Steve,"Great location in SF right next to Duboce park. The apartment is clean, well-stocked, and comfortable.",
958,627474965,2020-06-02,84339826,Lucy,"Holly's place was wonderful! The backyard was absolutely beautiful and we were able to enjoy the grill during our stay. If you are lucky, you might get to play with the dog who was friendly and well trained. The bathroom was also very nice, the bathtub was perfect after hours of driving!",
958,627863167,2020-06-05,20700280,Amelia,"Perfect San Francisco location. Great bathtub. Beautiful location on a dead end, quiet street next to an idyllic park. Easy walk to Whole Foods, cafes, food. Bright, sunny, cute, soft bed, Xfinity TV. Bring ear plugs as family lives upstairs. Everything about this place was easy, worth it, & clean.",
958,628944470,2020-06-11,9520910,Jonas,"Holly’s place is just amazing! It offers a fully furnished studio with access to a wonderful backyard with fruit trees and a nice little seating area.<br/>The place has a very comfortable bed, a full size kitchen and a nice bathroom with a bathtub.<br/>Location wise, it just won’t get any better than this. With just a short walk to countless coffee shops and restaurants, it’s perfectly located for a city trip. And the proximity to neighborhoods such as Castro and Mission makes it easy to enjoy the city without moving around too much.<br/>I would highly recommend anyone to stay at Holly’s when visiting SF - satisfaction is guaranteed!",
958,629737773,2020-06-14,339861277,Kevin,"Excellent unit and great location.  Some noise from construction, but manageable.  Holly was very responsive to our communications.   We would definitely return.",
958,630123810,2020-06-16,179860280,Ryan,"Holly’s place was wonderful for our short getaway. Central, quiet location in the city.",
958,631247307,2020-06-21,1320363,Rodica,"The unit provided all we needed: a fully equipped kitchen (hard to find in SF), washer/dryer, outdoor patio, proximity to grocery stores, restaurants, parks, ease to get to sightseeing  objectives and above all it was very clean and thoughtfully equipped.",
958,632330834,2020-06-26,1681922,Erin,"Perfect san francisco location and the space is very comfortable and has nice touches like slippers to use.  As the listing is clear about, there isn't much sound privacy in the apartment.  Not a problem for me, I stuck in earplugs and am an early riser.  Overall lovely stay.",
958,635102490,2020-07-05,1500836,Anna,"We had a great stay at Holly's place. The apartment was bigger than expected and very well laid out. We had everything we needed to be comfortable. The kitchen was well equipped with cooking utensils and supplies, the shower was very clean with nice water pressure, and the bed was comfortable. We especially enjoyed sitting in the back garden and admiring the plants. Another highlight was meeting Tucker, the resident dog. He's very personable. The location was perfect for us -- close to a supermarket and public transportation.",
958,636580297,2020-07-10,349313554,Carly,A wonderful stay for our first time in San Francisco,
958,637570294,2020-07-12,24979438,Michael,"My wife and I LOVED this little apartment. Very walkable, safe, beautiful neighborhood. Would recommend and will come again. Thanks Holly and fam for having us!",
958,638750391,2020-07-16,1674403,Kiernan,"I stayed in Holly’s basement apartment for about a week for work, it is comfortable, with lovely decorations and extremely clean. The kitchen is well equipped with anything you would need to cook during your stay. The view to the garden outside is tranquil. Holly is a very thoughtful and communicative host. And the whole experience felt very safe, in terms of Covid cleanliness, etc. Street parking was manageable and the location ideal for touring many areas of the city. As mentioned in Holly’s description you can hear activity above, but it was limited to a few hours in the early evening. Cell phone reception is difficult but there is WiFi and a landline with unlimited long distance to use. A great place to stay for long or short stays, I would highly recommend it.",
958,639558944,2020-07-18,335622909,Manuel,Absolutely amazing place!,
958,641504720,2020-07-23,134876373,Joseph,"A beautiful garden, well-stocked kitchen, and tasteful book collection make for a comfortable stay. Several beautiful parks and San Francisco landmarks within walking distance. Hosts were responsive and welcoming. Would stay again!",
958,644358544,2020-07-30,37367339,Apostolos,This is an amazing place and and fantastic host. I highly recommend it to anyone!,
958,647376390,2020-08-06,105833235,Matt,Host was very organized.<br/>Apartment was well prepared and clean.,
958,651061483,2020-08-14,5658647,Margaret,Great location. Lovely being on Duboce Park,
958,661266512,2020-09-06,13393909,Shawn,Cool place in a great neighborhood! Would come again!,
958,664126306,2020-09-13,113133750,Ann,Great location near a lot. It can get a little loud with footsteps and noises from above.,
958,664939711,2020-09-16,58639192,Lindsey,"Awesome location, quiet part of a bustling neighborhood, great recommendations and proximity to amazing restaurants and other neighborhoods!",
958,700892221,2020-10-16,21408625,Chloe,The best location in SF! Great deal.,
958,702569031,2020-10-21,57774798,Juliana,"We stayed here for 2 nights and my only complaint is that we didn’t stay longer! The location can not be beat, and the place itself is adorable. The kitchen and bathroom have all of the stuff you’d need, and Holly did a great job making the apartment feel cozy.  In addition, the space was super clean and the bed was really comfortable (which are both super important). Highly recommend, and I can’t wait to stay again.",
958,703989942,2020-10-25,107438421,Jeff,"Superb location, clean, bright accommodations. We would definitely stay again.",
958,705488598,2020-10-31,118867697,Bhavna,"Great location, very spacious, great host",
958,709258125,2020-11-15,317897115,Jessica,Great location and good space! Everything was as depicted. Host was responsive.,
958,710104653,2020-11-20,42492736,Jamie,"Location! Literally located in the cutest spot in Sf. Holly was so communicative and very accommodating, the entire stay was so considered and we had a great time. The only negative thing I can think of is that we didn’t stay longer!",
958,710784956,2020-11-22,375220251,Joshua,10/10,
958,711162039,2020-11-24,373685917,Chloe,My friend Tammy and I took a short trip to SF and we had the pleasure of staying at Holly’s~~ We really enjoyed our stay here and appreciated all the amenities and supplies! We would recommend staying at Holly’s for anyone who’s visiting SF.,
958,711971513,2020-11-28,1791233,Morgan,"Great location, communicative + helpful hosts. Would definitely stay here again!",
958,718432017,2020-12-26,78815,Gautam,"Holly's place is lovely. Exactly as described, well-appointed, in an excellent location. Holly is attentive and responsive. Would highly recommend.",
958,721149270,2021-01-02,86358448,Jen,This was one of my best experiences on Air B&B. Holly and her family were so welcoming and their home so beautiful and peaceful. The perfect place to shift from 2020 to 2021 !!,
958,723448697,2021-01-10,31583092,Kiki,"Holly's place was amazing. We loved it. Lots of thoughtful touches (restaurant recommendations, coffee, books and games) and perfect for what we needed. Full kitchen, access to washer/dryer, and cute and safe neighborhood, very walkable. I would highly recommend staying there!",
958,725106548,2021-01-17,87246930,Lowistine,"Holly's place is perfect for short or long stays. The unit is very comfortable and clean. It has a beautiful sunny garden of many succulents to wake up to in the mornings which is visible from the warm kitchen/dining area or the comfortable sleeping are. There was plenty of extra bedding, blankets, pillows, etc. Holly was also very helpful in suggesting place to dine and visit during our stay. The unit is located in a very safe area (Pacific Heights), and a few steps from the park where you can walk, sit, or relax and enjoy the beautiful sunshine or people watching.  Also, many dog owners bring their pets there for a nice run throughout the day. I would recommend Holly's cozy comfortable and clean unit for your stay in San Francisco.",
958,729726814,2021-02-07,60229395,Kishan,Had an amazing stay at Holly's place. The space is wonderful. Clean and well kept. Full kithcen is a plus and helpful if trying to stay on budget. But Location is also perfect walking distance to great places to eat. Duboce park is literally right outside your door. Only wish the week we stayed it didnt rain and could have enjoyed back garden more!<br/>Would recommend anyone to stay here if they want to get a good feel of San Francisco.,
958,746222921,2021-04-05,46878187,Greg,"I had a wonderful 2 month stay at Holly’s beautiful garden 1bd. This was the perfect spot to work and relax with excellent light coming from the garden (visited daily by hummingbirds)! The apartment had absolutely everything I could have ever needed and felt super spacious.  The big bathtub was the perfect spot to soak the days zoom calls away.<br/>Easy in easy out through the garage onto a delightfully quiet, family friendly culdesac steps away from Duboce Park.<br/>Holly always made sure I had everything I needed, was incredibly thoughtful, and went above and beyond (even taking in packages for me)! Stay here and I promise you won’t be disappointed.",
958,746625047,2021-04-07,391961912,Carissa,If you want eco friendly this is the place. Such a departure from generic hotels. It’s was clean and safe and cozy!,
958,748344431,2021-04-12,141963324,Young Ho,great location safe to walk around.  excellent host,
958,753698334,2021-05-01,89974107,Mariko,My husband and I are from SF and we enjoyed our last week of SF staying at Holly’s beautiful house. The house is located right by the park in the quiet neighborhood. It’s working distance to all the great restaurants/bars. The house is very clean and has all the amenities and kitchen tools. The beautiful garden was definitely a big plus. Holly responded quickly when I had questions. We highly recommend anyone to stay at Holly’s place!,
958,755898623,2021-05-07,232274267,Garnik,"Communication was great, location was amazing thank you Holly.",
958,757167813,2021-05-10,1568434,Shanna,"Excellent location, super clean little apartment close to everything! Highly suggest staying here!",
958,758487611,2021-05-15,61854747,Jack,"Holly's place was awesome and a perfect home base to explore SF. The apartment was spacious with a full kitchen, nice clean bathroom, and double doors that opened up to a beautiful backyard garden. There was 2 hour street parking from 8AM-9PM on weekdays in the area around the Airbnb.  Holly also recommended parking our car about a 10 minute walk away near Buena Vista park which we utilized. Location was perfect with the Duboce dog park steps away and a few minute walk to Haight street. Holly was extremely responsive and made sure our stay was perfect. Would definitely recommend this place.",
958,769341871,2021-06-12,90718014,Ellie,"Everything was great. Lovely location, clean space, amazing backyard with lots of plants, nice family upstairs, and fully stocked kitchen. We loved our time there! <br/>Also we broke something in the shower and Holly fixed it super quickly which we really appreciated. <br/>Thanks, Holly and fam!",
958,770609703,2021-06-14,138745442,Lexi,"Absolutely loved Holly’s place! It was in the cutest neighborhood right next to the park (which public transportation stops at!) parking was fairly easy to find because we were there on the weekend so we could leave our rental car where it is, however if you’re there during the week I’d recommend avoiding a rental and taking Uber/public transport as there are time limits to parking during the weekdays. <br/>Loved the apartment- it was clean with everything we could need! Also really appreciated that we could drop our bags off early before check in! Would definitely recommend to anyone staying in the area!",
958,387019901946874871,2021-06-17,180353199,Mitch,"It was a good place to stay in SF, but please keep in mind that the hosts live upstairs and have a family. <br/>We could often hear them wake early, walk around, move chairs, and in certain parts of the unit speak to each other. <br/>The unit was as described although parking was nearly impossible as I imagine most of San Francisco is. Good stay, just a bit noisy.",
958,397066388776817036,2021-07-01,319101,Brian,"If you have a little kid, do this one. Park and playground steps from the door makes the place. Having the train (muni) pass right by the playground every few minutes was kind of magical for our four year old. Location felt central to different places we needed to get to, and our host was excellent about accommodating our bicycle entourage in her family's garage. Space is great - clean, well-stocked kitchen, interesting books, and - most critically - games and puzzles for kids. Outside seating area in the succulent garden excellent for evening drinks and to chat.",
958,402927372738011652,2021-07-09,192116680,Cathleen,This was an incredible stay in a perfect area! Holly was very helpful and communicative for our trip and we enjoyed our stay!,
958,404397990333843877,2021-07-11,188809917,Melissa,"Amazing location, super cute and clean and spacious unit!",
958,407292491560417194,2021-07-15,1118872,Dan,"I highly recommend this AirBnB listing. If you want to be in a quiet and safe neighborhood that is central to some of the best food and drink in the city then you can't beat this location. The room is also great with everything you need to stay in or venture out, with plenty of space and a comfortable bed.",
958,413008312938681629,2021-07-23,116310016,Wyatt,"We had a wonderful time here. The house is within walking distance of an endless number of restaurants and cafes. The muni tram is right out the back door and can take you to the beach or downtown within half and hour. Check in and out was easy. Be advised that parking for the day is not possible near the house, so we parked a 15 minute walk away at buena vista park (72hr street parking) for most of our stay. Overall, a great option for experiencing SF!",
958,414534945022521626,2021-07-25,74240720,Jennifer,Comfortable and great  San Francisco location.  I would stay again.  Quiet,
958,417397307096458313,2021-07-29,45236570,Amy,"My stay exceeded expectations.  I loved the location- especially the proximity to the Muni. The apartment is well appointed and so much cozier than staying in a hotel. Having access to laundry was also critical, so I was grateful to Holly for making that available. Playing fetch with their dog Tucker in the courtyard was a definite high point (I was missing my dog). I highly recommend this location to anyone and I hope to return, myself, someday.",
958,424716258880870137,2021-08-08,79993716,Chloé,"An absolutely perfect stay: the apartment has all the necessary equipment (full kitchen, washing machine and dryer), and the neighborhood was very pleasant. We felt just like home!",
958,430469134647326074,2021-08-16,52432637,Maggie,"Great location, clean space, comfortable bed. Hosts were very friendly. You can hear the family upstairs at times but it didn’t bother us at all.",
958,441274460297536513,2021-08-31,75744289,Andrea,"Two of us had a very pleasant stay in this unit, with access to patio, morning sun, and a well-designed layout.  Four of us had dinner around the rectangular table.  Guide books and other interesting books on shelves.  Comfortable bed and laundry very appreciated after backpacking. Quiet street close to park. Parking was not difficult.  We would definitely return.",
958,443490848897688893,2021-09-03,6762346,Sunny,Prime location to everything off of a quite street leading to a small park. We felt so home at Holly’s garden apartment and she was so kind and nice to make sure we had everything we needed. I can’t wait to stay here again!,
958,445646429453424337,2021-09-06,176623835,Patrick,"Great location, very walkable and safe, lots of parks, good restaurants and cafes within walking distance.  The apartment is spacious and has everything you could want for a short or long stay.  The bed is comfortable and the apartment was quiet, we slept great.  We would most definitely stay again.",
958,447166814289502895,2021-09-08,32007635,Ginie,Sunny sweet warm welcoming place in a fantastic neighborhood. Holly is a welcoming and communicative  host. Would love to stay at this spot again in the future,
958,450037320415201624,2021-09-12,240870879,Maureen,"Holly’s apartment was very clean, bright, open and spacious. The location was great, within walking distance to restaurants and a park. Holly was easy to reach and very responsive.  I would recommend staying here",
958,451468327037156628,2021-09-14,341738365,David,Very easy and accommodating host. Answered all questions I had promptly and gave us plenty of information to make the most of our stay in the city. Also was very open to letting us leave luggage in the garage after checkout to avoid leaving everything in a car all day prior to our departure. Five stars.,
958,453593665213512447,2021-09-17,113214825,Chris,Holly’s place was great. As advertised. Amazing location. Seamless check in/ out. Definitely recommend.,
958,457292529915420504,2021-09-22,175754100,Michael,"Fantastic apartment in a great location right by a park and in a really nice neighborhood with grocery stores and restaurants. Ideal for those that don’t want to stay in the touristy areas. One of the few affordable options with a kitchen, which was a huge plus for us. Great supply of toiletries, towels, blankets. <br/>There is a family living upstairs so probably not best for the party animals (we’re not so it was perfect for us).",
958,460143455617605221,2021-09-26,56137057,Britny,The perfect spot for a mom/daughter weekend. Super clean and the location can’t be beat.,
958,465227529028179227,2021-10-03,182612006,Nina,Great location! Comfortable home and easy to access.,
958,471037799377788134,2021-10-11,36232518,Jon,A great central location to the Castro and Haight but also very quiet.  Easy checkin and lots of little niceties like well stocked essentials in the kitchen.  Comfortable bed and nice bathroom.  Holly was very quick to respond to any questions we had,
958,472507998113387626,2021-10-13,2741523,Deanna,"This apartment is in a super cool residential neighborhood in central SF - easy to get to the light rail, and right next to an adorable dog park. It's within easy walking distance of restaurants, city parks, coffee shops, etc. Check-in was easy.<br/>The apartment is really large, with lots of indoor and (shared) outdoor space - a great base camp for walking around the city for a few days. Holly's communication was super fast.",
958,474728090130731401,2021-10-16,316225861,Phyllis,"This is a wonderful location for many activities & it’s well appointed for a comfortable stay. The French doors open to a beautiful garden, letting in light. It’s very quiet, which is nice for SF.",
958,480462935298558473,2021-10-24,149236815,Brittany,"Everything is as advertised! Great location, helpful information, quick response time and the Airbnb was stocked with great products, books, games, etc.",
958,483374414776634117,2021-10-28,22892798,Junu,"We really enjoyed our stay at Holly’s place. <br/>First, she was an extremely responsive and hospitable host. Great with communication and very accommodating.<br/>Two, the unit was beautiful and as advertised. Clean, quiet, cute backyard, and conveniently located to a park and a few restaurants. <br/>Third, check in and check out was super easy. <br/>We’d love to stay here again!",
958,486239009551754033,2021-11-01,37736364,Remi,"Holly’s place was perfect for our weekend trip in SF. Super cute neighborhood with lots of little coffee shops, stores, a park and public transit. We loved walking around the area during the day. Felt like we got the full SF living experience. Holly was also very accommodating and allowed us to check in a little early. Definitely recommend and would stay here again! :)",
958,487764499622338196,2021-11-03,1930161,Paul,"Great location, pretty central to everything. Though was a bit shocked when the landscapers were out in the backyard in the morning, luckily had my blinds closed. Over all, stay was fantastic.",
958,496389920571116590,2021-11-15,14060278,Leo,"We had a wonderful week's stay at Holly's place.  The location was perfect with the muni  was just a few minutes walk away to get downtown.  The neighbourhood felt very safe and was very close to Haight St. for restaurants and and stores.  The apartment itself was very clean and the kitchen was stocked with everything necessary to cook a meal.  There was plenty of hot water for showers and shampoo, conditioner, body wash and lotion were also provided.  There were also extra towels and blankets if needed and the bed was very comfortable.  I would definitely recommend this accommodation to others.",
958,499305386249574653,2021-11-19,18858856,Karen,Our stay was so great! The two French doors allowed so much natural light to enter the place and the blackout curtains enabled us to sleep in if we needed. A great spot to stay that is convenient to public transport and walking distance to lovely restaurants!,
958,511633358105459321,2021-12-06,23531490,Gizelle,This place was amazing to stay at! Location was perfect and hosts were very nice! I would stay again!,
958,530486124841290595,2022-01-01,373408885,Ethan,"Good place. Generally quiet, next to a nice little park, and a family friendly neighborhood. Good for solo or family stays. Clean, well supplied, and close to everything.",
958,531999288973719623,2022-01-03,211843,Elizabeth,"Holly's place is in a charming and quiet neigborhood, park-adjacent. It was a lovely spot to return to after a long day of exploring in the city and parking was never an issue. Overall, a wonderful experience!",
958,535600401618880602,2022-01-08,21064242,Laslo,"Excellent location near Duboce Park in Lower Haight with private entrance into fully stocked apartment. The garden is easily accessible during good weather months. Independent thermostat control. Lots of drawer space for clothing with ample spacefor hangers as well. Though informed about their dog and family, we never heard much extraneous sounds from above where family lives.<br/>Recommend this Airbnb but it is often booked and not available.",
958,550037101316894514,2022-01-28,23710090,Mike,Holly is one incredible host and this location simply can’t be beat in SF!,
958,552264188816165191,2022-01-31,2370969,Len & Irina,"We booked Holly's flat for our parent's who came up to celebrate our daughter's birthday. The apartment is bright, airy, immaculately clean, well appointed and sits just a few doors down from a lovely park. The entire neighborhood is magical. Holly takes wonderful care of the space. If you're looking for a central base to explore SF you couldn't ask for anything better.",
958,554427542294840718,2022-02-03,4866388,Camille,Holly’s place is in a great location in SF. We loved walking around the city and hanging at Duboce park. The place was perfect for getting around the city and we will definitely stay here again.,
958,559457373354176234,2022-02-10,436237588,태한,"좋았던 점<br/>1. 위치<br/>근처에 몇 블럭 걸어가면 식당들이 있습니다.<br/>2. 안전<br/>이 지역은 조용했고, downtown에서 떨어져 있어서 안전했습니다.<br/>나빴던 점<br/>1. 소음<br/>이 숙소는 호스트가 위층을 쓰고 게스트가 아래 층의 차고 옆 방을 쓰는 구조입니다. <br/>호스트의 가족은 5 pm 부터 10 pm 까지 시끄러웠는데, 그 중 7 pm 부터 9 pm 까지는 마치 전쟁이 난 것처럼 소음이 견딜 수 없는 수준이었습니다.<br/>그들의 걸음 소리를 통해 그들이 어디에 있는지 알 수 있었으며, 그들은 그들의 아이와 강아지와 뛰어다니며 놀았습니다.<br/>그럼에도, 게스트 규칙에서, 그들은 우리가, 그들의 아이를 위해 우리의 현관문을 조용히 닫기를 요청하였습니다.  우리는 규칙을 지켰고, 이는 매우 불합리했습니다.<br/>2. 청결 및 property의 상태<br/>수건은 마치 걸레처럼 건조했고, 음식 얼룩 등이 있었습니다. 발 매트도 오염되어 있었으며, 침대 sheets는 최악이었습니다. 누런 얼룩이 심했습니다.<br/>방 안의 모든 것은 낡았고, 베개와 침대 매트리스는 오래되어 매일 아침 일어났을 때 등과 허리가 아팠습니다. 현관의 램프도 불이 나가 있었습니다.<br/>3. 세탁 문제<br/>우리는 호스트의 숙소에서 4일을 지냈고, 숙소 안에 수건은 4개 뿐이었습니다. (2 small towels, 2 big towels)<br/>호스트는 처음에 숙소를 제공할 때, 게스트가 washer and dryer를 사용할 수 있다고 표시하였습니다.<br/>호스트의 washer and dryer 는 차고 안에 있었고, 호스트와 게스트가 함께 사용하는 것이었습니다.<br/>Washer and dryer 는 항상 호스트의 옷들로 가득 차 있었고, 우리는 매번 호스트에게 옷들을 치워달라고 요청해야 했습니다.<br/>셋째 날에 우리가 호스트에게 washer and dryer 안의 옷들을 치워달라고 부탁했을 때, 호스트는 ""we normally don't allow people to do laundry everyday."" 라며, 오늘 또 빨래를 해야 하는 이유가 있냐고 물어보았습니다.<br/>우리는, 숙소에 수건이 네 개 뿐이며, 한 사람당 하루에 수건을 두 개 쓰기 때문에 매일 빨래를 할 수밖에 없다고 이야기 하였습니다. 또한, 우리가 묵었던 호텔이나 airbnb에서는 적어도 하루에 한 사람당 수건 네 개를 보장해주었다고 말했습니다.<br/>그러자 호스트는 airbnb에서 하루에 수건 네 개를 제공하는 것을 상상할 수 없다며, washer and dryer 를 사용하는 것을 금지했습니다.<br/>또한, ""Most guests are fine using the same towels for at least 5-7 nights."" 라며 우리를 bad guests 취급했습니다.",
958,571871045842905422,2022-02-27,366933965,Veronique,"L'appartement est conforme à la description et aux photos. Parfait pour 2 personnes. Dommage que l'isolation phonique soit médiocre, la famille habitant au-dessus. Sa situation géographique est parfaite pour découvrir la ville (tramway à 2 mns à pied). Quartier calme et à proximité des commerces, bars et restaurants. Cependant nous déplorons un accueil minimaliste ; le seul contact avec Holly s'est limité à la visite de son gentil chien chaque matin.",
958,574759588401957162,2022-03-03,418809377,Olivia,"Previously, whenever I would travel to SF for work trips, I'd stay at a hotel in Union Square area, which was inconvenient and lacked true SF charm. However, this time I decided to opt for the much more lovely Haight/Duboce area and I'm so happy I did - this airbnb was the perfect place. The studio has a cute back yard, spacious floor plan, and is just steps from Duboce park and all the great restaurants/bars on Divisadero. Holly is very communicative and the keypad door was easy & safe. Highly recommend to anyone and will definitely be back!",
958,595728738829303341,2022-04-01,74169503,Carole,"We had an amazing extended stay at this lovely garden suite. The unit was super clean, well stocked and tons of natural light and a lush patio were a highlight!  The amenities were excellent and we did have access to washer & dryer.  Check in, check out and access to the unit was super easy. Holly was an outstanding host and made us feel right at home.  She was very friendly accommodating and responded quickly to any questions we had. Ideal location in Dubose Triangle safe residential area centrally located. Short walking distance to Lower Haight , coffee shops , cafes restaurants shopping &  public transit Walk to some of San Francisco's best parks, Dubose Park , Dolores Park, Alamo Square ( painted ladies)  Buena Vista Park . Bike to the Panhandle & Golden Gate Park .  We would definitely stay again and I highly recommend this unit & and Holly as a super host, for your next trip to San Francisco.",
958,597155007710908897,2022-04-03,18669621,Dorie,"Beautiful location, nice neighborhood. Very bright & inviting room. <br/>Our stay was simple, and we had few needs. But this location is well stocked and prepared for visitors with longer stays.",
958,600076488196596584,2022-04-07,397284560,Takashi,Everything was great! Just steps from a park was an added bonus.,
958,601544849561186144,2022-04-09,153232478,Janet,"Holly’s place is great. My partner and I stayed for two nights and it was a great location and a comfortable base to explore several neighborhoods. <br/>We had a rental car and street parking in this neighborhood is 2hrs on weekdays - we parked a 15 minute walk away for the first night and then moved the car to the neighborhood after 7pm on Friday night. <br/>The apartment itself is well stocked with anything you might need. Check in was easy, it feels very safe and has a good vibe.",
958,603718179949599614,2022-04-12,71403911,Rachel,"We have stayed at quite a few Air B&Bs and this Holly’s was definitely one of our all time favorites. It was both cozy and spacious at the same time. It had everything we needed for our family of three to be perfectly comfortable for our three nights. My only observation is that I wish the bed were more comfortable. <br/>We loved the location as we have a little guy and no matter how much we did all day he still had extra energy for the park which was right at the end of the block. Holly even lent us a soccer ball to take with us! They had several games and crayons and things in the unit which my son also took advantage of. <br/>We were able to walk to several places including delicious restaurants, some slides we found online, the Castro District, and the Painted Ladies. The neighborhood was so charming. We drove up from LA and parking wasn’t an issue for us as we are used to parking signs and moving our car.  <br/>Lastly, we work hard to live a green, plastic- free life and I saw several efforts to do this within the unit which I really appreciated. Definitely would recommend Holly’s place to anyone looking for a great place to stay in SF.",
958,605134865690863961,2022-04-14,30624557,Inbal,We loved staying at Holly’s. She was accommodating and the communication was great. The place is exactly as pictured and located in a lovely neighborhood.,
958,607300147216342521,2022-04-17,65288885,Ryan,"I loved this place.  The location alone is 10 *'s.  Excellent walking to almost anything you need.  There's fantastic food and drink on every street, record stores, tattoo shops, all kinds of groceries and markets, parks, coffee shops, it's all very close.  I hope they will have me back in the future.",
958,609429504722069501,2022-04-20,351897540,Sydney,Great location and beautiful apartment!,
